SMILES
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@@H](C(=O)OC(C)(C)C)C(C)C
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccccc3[N+](=O)[O-])oc(=O)c12
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C)C1
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C(C)C)C1
COC(=O)NC(C(=O)NN(Cc1ccc(OC)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C
O=C(CC(O)CCc1ccc(O)c(O)c1)O[C@H]1Cc2cc(O)c(O)cc2O[C@H]1c1ccc(O)c(O)c1
O=C(CCc1ccc(O)c(O)c1)c1ccc(O)c(O)c1O
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1
O=C(O)C(=O)CC(=O)c1cccc(Cc2cccc(Cl)c2)c1
O=C1C[C@H](Cc2ccccc2)N1C(=O)NCCc1ccccc1
CS[C@@H]1C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1
C[C@@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)O)cc1
CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@](=O)(OC)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C
CC(C)(C)NC(=O)[C@@H]1CN(C(=O)OCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCCC(=O)O
CC1C(C)n2c(S)nc3cccc(c32)CN1CC1CC1
CC1Cn2c(S)nc3cc(Cl)cc(c32)CN1CC1CC1
CCCN1Cc2cccc3[nH]c(=S)n(c23)CC1C
O=C(O)C(=O)CC(=O)c1csc(Cc2ccccc2)c1
O=C(O)C(=O)CC(=O)c1cccc(Cc2ccc(Cl)cc2)c1
CC(=O)O[C@@H]1[C@@H](C)C(=O)N1C(=O)NCc1ccccc1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccncc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
CCc1cc(NCc2cnc3ccccc3c2)c(O)nc1C
CCc1cc(NCc2cccc3ccccc23)c(O)nc1C
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
C[C@@H](NC(=O)N1C(=O)CC1Sc1ccccc1)c1ccccc1
CCC(C)[C@H](NC(=O)[C@@H]1CCCN1P(=O)(O)C(Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccccn3)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)C=C(c3cccs3)c3cccs3)oc(=O)c12
CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)C(C)C1C
COc1ccc(CN(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)NC(=O)C(NC(=O)OCc2ccccc2)C(C)C)cc1
CC(=O)OCCOCn1c2c(c(=O)n(C)c1=O)CNc1ccccc1S2
O=C(O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1
CCN(Cc1ccccc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
COC(=O)[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C
Cc1ccsc1/C=C/C(=O)N[C@@H](C)c1nc2scc(C)c2c(=O)o1
Cc1csc2nc([C@H](C)NC(=O)C=C(c3ccccc3)c3ccccc3)oc(=O)c12
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(CC(C)C)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C
Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NCN4CCN(C(=N)N=C(N)N)CC4)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O
O=C(O)C(=O)/C=C(\O)c1cccc(OCc2ccc(COc3cccc(/C(O)=C/C(=O)C(=O)O)c3)cc2)c1
COCCOCCO[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C
CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2ccccn2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
Cc1ccc(/C=C/C(=O)N[C@@H](C)c2nc3scc(C)c3c(=O)o2)s1
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccc(Br)o3)oc(=O)c12
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@H](C(=O)O)C(C)C
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)NC(C)(C)C(=O)C(=O)NCC(=O)O
CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1cccs1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C
O=c1[nH]c(=O)n(COCCO)c2c1CNc1ccccc1S2
CCc1cc(NCc2c[nH]c3ccccc23)c(O)nc1C
O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)NCCCCCCNC(=O)C(=O)/C=C(\O)c1cccc(Cc2ccccc2F)c1
O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccccc1
CN(Cc1ccccc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@](=O)(OC)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C
CC(C)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccnc3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O
COC(=O)c1cc(OC)c2c(c1-c1c3c(c(OC)c(Br)c1C(=O)OC)OCO3)OCO2
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
Cc1ccc(NC(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1
CON(Cc1ccccc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
CN(Cc1ccc(C(F)(F)F)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
CC1(C)C(=O)N(C(=O)NCc2ccncc2)[C@@H]1Cc1ccccc1
CC(=O)O[C@@H]1[C@H](C)C(=O)N1C(=O)NCc1ccccc1
CCOc1ccccc1/C=C/C(=O)N[C@@H](C)c1nc2scc(C)c2c(=O)o1
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NC1CC1
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N(C)CC(=O)O
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](CC(=O)O)C(=O)O
CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
Cc1cc(C)cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)c1
COCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C
Fc1ccc(CC/N=C(\S)Nc2ccc(Br)cn2)cc1
CC(C)C(C=O)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
COCCOCO[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccc(O)c2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
C#CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC
CC(C)=CCN1Cc2cc(Cl)cc3nc(O)n(c23)CC1C
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C
O=c1[nH]c(=O)n(COCCO)c2c1C(c1ccccc1)Nc1ccccc1S2
O=c1[nH]c(=O)n(COCCO)c2c1C(c1ccc([N+](=O)[O-])cc1)Nc1ccccc1S2
O=C(O)C(=O)CC(=O)c1cccn1Cc1ccccc1
O=C(O)C(=O)CC(=O)c1cccc(Cc2ccc(F)cc2)c1
O=C(O)C(=O)/C=C(\O)c1cccc(OCc2cccc(COc3cccc(/C(O)=C/C(=O)C(=O)O)c3)c2)c1
C=CC[C@@H]1C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1
CN(Cc1ccccc1[N+](=O)[O-])C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
CN(Cc1ccc(N)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
C[C@@H]1C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1
CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)[C@@H](O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
CC(C)(C)NC(=O)[C@@H]1CN(C(=O)OCc2ccccc2)CCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2cccnc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccn2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3c(F)cccc3F)oc(=O)c12
CC(C)=CCN1[C@H](C)Cn2c(S)nc3cc(Cl)cc(c32)[C@@H]1C
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O
CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O
CC[C@@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)O)cc1
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3cccc(Cl)c3)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3sccc3Br)oc(=O)c12
O=C(/C=C\c1ccc(O)c(O)c1)OC1CC(OC(=O)/C=C\c2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
O=C(O)C(=O)CC(=O)c1cccc(Cc2ccccc2F)c1
O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21
O=C(O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1
O=C1C[C@H](Cc2ccccc2)N1C(=O)N(Cc1ccccc1)C1CC1
CN(Cc1ccc(S(=O)(=O)C(F)(F)F)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
Fc1cccc(CC/N=C(\S)Nc2ccc(Br)cn2)c1
CC(C)NC(=O)N1C(=O)C[C@H]1Oc1ccc(C(=O)O)cc1
O=C(O)c1ccc(O[C@@H]2CC(=O)N2C(=O)Nc2ccccc2)cc1
C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)C(C)(C)C)cc1
CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1C
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2
C[C@H]1C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1
Cc1cc(/C=C/C(=O)N[C@@H](C)c2nc3scc(C)c3c(=O)o2)c(C)s1
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCc1ccccc1
CC(C)=CCN1CCn2c(=O)[nH]c3cc(Cl)cc(c32)C1C
CC(C)=CCN1[C@H](C)Cn2c(=S)[nH]c3cccc(c32)[C@H]1C
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(C#N)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C
CCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C
O=C(/C=C\c1ccc(O)c(O)c1)OC1C(O)CC(OC(=O)/C=C\c2ccc(O)c(O)c2)(C(=O)O)CC1O
O=C(O)C(=O)CC(=O)c1cccn1Cc1ccc(F)cc1
O=C(O)C(=O)CC(=O)c1ccn(Cc2ccccc2)c1
CC[C@@H]1C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1
CC(=O)Nc1ccc(CN(C)C(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccccc3)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3c(F)cccc3Cl)oc(=O)c12
COc1cc(/C=C/C(=O)N[C@@H](C)c2nc3scc(C)c3c(=O)o2)cc(OC)c1
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccc(C=O)cc3)oc(=O)c12
CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC
CC(C)=CCN1Cc2cc(Cl)cc3nc(S)n(c23)CC1C
CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)C[C@@H]1C
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(C(F)(F)F)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C
C=CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCC=C)C(C)C)C(C)C
C[C@@H]1O[C@@H](OC2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)C[C@H](N)[C@@H]1O.Cl
Oc1cccc(/C=N/N=C/c2cccc(O)c2O)c1O
Cc1cccc2c1C(O)=C1C(=O)C3C(O)=C(C(=O)NNC4(C(=O)[O-])CCCC4)C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2(C)O.[Na+]
CN(Cc1ccc([S+]([O-])C(F)(F)F)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)[C@H](O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@@H](COCc1ccccc1)c1ccccc1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
CC(C)(C)NC(=O)[C@@H]1CN(CCCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cc(Cl)cc(Cl)c3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3c(Cl)cccc3Cl)oc(=O)c12
C=CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC
O=C(O)C(=O)CC(=O)c1ccccc1Cc1ccccc1
O=C(/C=C(\O)c1cccc(Cc2ccccc2F)c1)C(=O)N1CCN(C(=O)C(=O)/C=C(\O)c2cccc(Cc3ccccc3F)c2)CC1
CCC1(CC)C(=O)N(C(=O)NC)[C@@H]1OC(C)=O
CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
CO[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C
CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2ccncc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
CCOCCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O
O=C(/C=C/c1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O
O=C(O)C(=O)CC(=O)c1cccc(Cc2cccc(F)c2)c1
COc1ccc(C(=O)CC(=O)C(=O)O)cc1Cc1ccccc1
C[C@@H](NC(=O)N1C(=O)C[C@@H]1Cc1ccccc1)c1ccccc1
Cc1ccc(CN(C)C(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1
CC(=O)O[C@@H]1[C@@H](C)C(=O)N1C(=O)Nc1ccccc1
C[C@@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)C(C)(C)C)cc1
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccc(O)cc3Cl)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3cc(Br)cs3)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)/C=C(\c3ccccc3)c3cccs3)oc(=O)c12
CC(C)=CCN1Cc2cccc3nc(O)n(c23)C(C)C1C
CC(C)=CCN1[C@H](C)Cn2c(O)nc3cc(Cl)cc(c32)[C@@H]1C
CSCSc1cc(Cc2ccccc2)c(C(C)C)c(O)n1
CC(C)[C@@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccc(O)c3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccccc3Cl)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccc(Cl)s3)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3cccn3C)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)/C=C(\Sc3ccccc3)c3ccccc3)oc(=O)c12
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)O
CC(C)=CCN1CC(C)n2c(S)nc3cccc(c32)C1C
COc1cc(Cc2ccccc2)cc(C(=O)CC(=O)C(=O)O)c1
CCOc1ccc(Cc2ccccc2)cc1C(=O)CC(=O)C(=O)O
CN(Cc1cccc([N+](=O)[O-])c1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccccc3Br)oc(=O)c12
COc1cccc(OC)c1/C=C/C(=O)N[C@@H](C)c1nc2scc(C)c2c(=O)o1
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N1CCOCC1
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C
CCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12
O=C(O)C(=O)CC(=O)c1cccc(Cc2ccccc2Cl)c1
O=C1C[C@H](Cc2ccccc2)N1C(=O)Nc1ccc(F)cc1
O=C1C[C@H](Cc2ccccc2)N1C(=O)N(Cc1ccccc1)OCc1ccccc1
CC(C)c1ccc(CN(C)C(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1
CN(Cc1ccc(SC(F)(F)F)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1
COc1ccc(OC)c(CCNC(=S)Nc2ccc(Br)cn2)c1
Fc1ccccc1CC/N=C(\S)Nc1ccc(Br)cn1
CC(C)C[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccncc3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccsc3)oc(=O)c12
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccnc4ccccc34)oc(=O)c12
C=CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](CCCCN)C(=O)O
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)NC1(C(=O)C(=O)NCC(=O)O)CC1
CC(C)=CCN1Cc2cccc3nc(O)n(c23)CC1C
CCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2
O=C(O)C(=O)/C=C(\O)c1cccc(C(c2cccc(/C(O)=C/C(=O)C(=O)O)c2)c2ccccc2F)c1
CC1(C)C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1
CC(C)(C)NC(=O)[C@@H]1CN(CCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2O)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
